what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1391092038957
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1391092038957
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1391092038957
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1391092038957
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1391092038957
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1391092038957
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1391092038957
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1391092038957
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1391092038957
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1391092038957
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1391092038957
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1391092038957
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1391092038957
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1391092038957
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1391092038957
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1391092038957
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1391092038988
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1391092038988
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1391092039019
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1391092039019
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1391092039019
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1391092039019
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1391092039019
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1391092039019
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1391092039019
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1391092039035
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1391092039035
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1391092039035
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1391092039035
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1391092039035
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1391092039035
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1391092039035
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1391092039066
os,sysinfo,,,"win32",1391092039066
arch,sysinfo,,,"x86_64",1391092039066
ws,sysinfo,,,"win32",1391092039066
locale,sysinfo,,,"en_US",1391092039066
processors,sysinfo,,,"4",1391092039066
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1391092039066
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1391092039066
java.specification.name,sysinfo,,,"Java Platform API Specification",1391092039066
java.specification.vendor,sysinfo,,,"Oracle Corporation",1391092039066
java.specification.version,sysinfo,,,"1.7",1391092039066
java.vendor,sysinfo,,,"Oracle Corporation",1391092039066
java.version,sysinfo,,,"1.7.0_45",1391092039066
java.vm.info,sysinfo,,,"mixed mode",1391092039066
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1391092039066
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1391092039066
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1391092039066
java.vm.specification.version,sysinfo,,,"1.7",1391092039066
java.vm.vendor,sysinfo,,,"Oracle Corporation",1391092039066
java.vm.version,sysinfo,,,"24.45-b08",1391092039066
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1391092039081
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1391092039128
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1391092039128
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1391092039269
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1391092039331
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1391092039846
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1391092039877
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1391092040252
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1391092040673
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1391092042763
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1391092050112
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1391092050440
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1391092050596
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1391092050861
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092052686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092058975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092061081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092076173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092080057
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1391092082492
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1391092082711
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092093757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092112259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092113913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092116955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092117049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092121729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092122665
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092124350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092128095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092205570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092208347
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1391092212980
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092216599
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092216693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092223339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092231484
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092236086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092244823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092284076
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092285480
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092285542
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092292532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092297618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092363703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092399663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092461129
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092469787
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092476120
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092478897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092484888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092485372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092485638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092703887
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092712982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092749736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092759767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092764245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092803105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092803947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092810265
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092860576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092866207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092867440
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092871012
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391092976125
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391092977483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092983287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092984410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092985643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092986859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092988061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092989808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391092999685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093001135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093005302
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093066438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093130664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093130820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093130867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093134626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093137590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093137731
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391093175577
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093178292
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391093181193
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093199385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093202349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093221599
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1391093221631
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093238979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093364840
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093380783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093397444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093404027
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093413669
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093497456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1391093498470
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093500327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1391093501169
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093533414
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093543429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093556611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093569700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093572321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093585893
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1391093654377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1391093654782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1391093660429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1391093782250
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391093783779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1391093788240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1391093791625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1391093792780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1391093807475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1391093811640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1391093871825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1391093872121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1391093872574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093938780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391093941697
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1391093980775
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1391094129506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1391094141362
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391094142282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1391094142844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096017432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096386498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096387372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096389150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096389712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096391724
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1391096408151
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1391096414796
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1391096417776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096421770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096423439
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1391096423610
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1391096425498
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1391096425888
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1391096425904
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1391096425919
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1391096425935
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1391096425935
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1391096425950
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1391096425950
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1391096425950
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1391096425950
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1391096425950
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1391096425966
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1391096425966
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1391096425966
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1391096425982
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1391096425997
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1391096425997
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1391096426013
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1391096426028
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1391096426028
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1391096426044
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1391096426044
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1391096426044
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1391096426060
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1391096426060
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1391096426060
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1391096426060
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1391096426060
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1391096426075
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1391096426075
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1391096426091
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1391096426091
stopped,bundle,org.eclipse.wb.swing.databinding,1.1.0.r37x201109091143,"org.eclipse.wb.swing.databinding",1391096426106
stopped,bundle,org.eclipse.wb.core.databinding,1.1.0.r37x201109091012,"org.eclipse.wb.core.databinding",1391096426122
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1391096426184
